#"Camera Name","NVR","Location","IP Address","Recording","Has Video","Total Video","Missing Video"
"Скл4 подмез центр от АБК3_IMP1110-1E-T51203621","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.60.73","Yes","Yes","None","No"
"Скл4 подмезонин к АБК 3_IME3122-ADHCE83","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.224","Yes","Yes","None","No"
"Скл4 подмезонин у Скл3 кам1_IM10LW10-1-ADGCCL2","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.1","Yes","Yes","None","No"
"Скл4 подмезонин у Скл3 кам2_IM10LW10-1-ADGCCF9","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.2","Yes","Yes","None","No"
"Скл4 подмезонин центр к АБК 3_IME3122-ADGA608","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.221","Yes","Yes","None","No"
"Скл4 подмезонин центр от АБК 3_IME3122-ADGA622","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.222","Yes","Yes","None","No"
"Скл4 проезд к центру к АБК 3_IM10DN10-1E-ADCVXZ4","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.186","Yes","Yes","None","No"
"Скл4 проезд к центру от АБК 3_IM10LW10-1-ADBXFD3","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.123","Yes","Yes","None","No"
"Скл4 проезд центр к АБК 3_IMP1110-1-T71208261","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.60.177","Yes","Yes","None","No"
"Скл4 проезд центр от АБК 3_IM10LW10-1-ADGK481","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.63.183","No","No","None","No"
"Скл4_01-1_IM10LW10-1-ADBV742","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.198","Yes","Yes","None","No"
"Скл4_01-1_IM10LW10-1-ADGK509","OCS_BIG NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.164","No","No","None","No"
"Скл4_01-2_IM10DN10-1E-ADCVXW9","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.140","Yes","Yes","None","No"
"Скл4_01-3_IM10DN10-1E-ADCVXV7","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.11","Yes","Yes","None","No"
"Скл4_01-4_IM10LW10-1-ADGCC60","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.41","Yes","Yes","None","No"
"Скл4_01-4_IM10LW10-1-ADGK461","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.199","No","No","None","No"
"Скл4_02-1_IM10LW10-1-ADGK630","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.31","Yes","Yes","None","No"
"Скл4_02-2_IM10DN10-1E-ADCVXZ2","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.143","Yes","Yes","None","No"
"Скл4_02-3_IM10DN10-1E-ADCVXZ7","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.14","Yes","Yes","None","No"
"Скл4_02-4_IM10LW10-1-ADGCC64","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.9","Yes","Yes","None","No"
"Скл4_03-1_IM10LW10-1-ADGK554","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.181","Yes","Yes","None","No"
"Скл4_03-2_IM10DN10-1E-ADBJFP0","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.94","Yes","Yes","None","No"
"Скл4_03-3_IM10DN10-1E-ADCWJK9","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.20","Yes","Yes","None","No"
"Скл4_03-4_IM10LW10-1-ADGCC73","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.7","Yes","Yes","None","No"
"Скл4_04-1_IM10LW10-1-ADGCCE1","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.182","Yes","Yes","None","No"
"Скл4_04-2_IM10DN10-1E-ADCVY15","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.141","Yes","Yes","None","No"
"Скл4_04-3_IM10DN10-1E-ADCWJJ8","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.60.149","Yes","Yes","None","No"
"Скл4_04-4_IM10LW10-1-ADBKHY2","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.63.48","Yes","Yes","None","No"
"Скл4_04-4_IM10LW10-1-ADGCCF8","OCS_BIG NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.167","No","No","None","No"
"Скл4_05-1_IM10LW10-1-ADGCC98","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.183","Yes","Yes","None","No"
"Скл4_05-2_IM10DN10-1E-ADCWJF7","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.92","Yes","Yes","None","No"
"Скл4_05-3_IM10DN10-1E-ADCQFS6","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.97","Yes","Yes","None","No"
"Скл4_05-4_IM10LW10-1-ADGK530","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.168","Yes","Yes","None","No"
"Скл4_06-1_IM10LW10-1-ADGCC77","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.184","Yes","Yes","None","No"
"Скл4_06-2_IM10DN10-1E-ADCVY46","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.142","Yes","Yes","None","No"
"Скл4_06-3_IM10DN10-1E-ADCVY05","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.19","Yes","Yes","None","No"
"Скл4_06-4_IM10LW10-1-ADGCC74","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.169","Yes","Yes","None","No"
"Скл4_07-1_IM10LW10-1-ADGK657","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.185","Yes","Yes","None","No"
"Скл4_07-2_IM10DN10-1E-ADCWJF3","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.89","Yes","Yes","None","No"
"Скл4_07-3_IM10DN10-1E-ADBJFQ0","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.60.151","Yes","Yes","None","No"
"Скл4_07-4_IM10LW10-1-ADGK430","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.170","Yes","Yes","None","No"
"Скл4_08-1_IM10LW10-1-ADGCCC6","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.186","Yes","Yes","None","No"
"Скл4_08-2_IM10DN10-1E-ADCWJN6","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.90","Yes","Yes","None","No"
"Скл4_08-3_IM10DN10-1E-ADCVY21","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.18","Yes","Yes","None","No"
"Скл4_08-4_IM10LW10-1-ADGCBV6","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.171","Yes","Yes","None","No"
"Скл4_09-1_IM10LW10-1-ADGCC24","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.187","Yes","Yes","None","No"
"Скл4_09-2_IM10DN10-1E-ADCWJH2","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.88","Yes","Yes","None","No"
"Скл4_09-3_IM10DN10-1E-ADCVXY8","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.31","Yes","Yes","None","No"
"Скл4_09-4_IM10LW10-1-ADGK513","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.172","Yes","Yes","None","No"
"Скл4_10-1_IM10LW10-1-ADGK704","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.188","Yes","Yes","None","No"
"Скл4_10-2_IM10DN10-1E-ADCVY27","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.139","Yes","Yes","None","No"
"Скл4_10-3_IM10DN10-1E-ADCVY32","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.22","Yes","Yes","None","No"
"Скл4_10-4_IM10LW10-1-ADGK441","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.173","Yes","Yes","None","No"
"Скл4_11-1_IM10LW10-1-ADGK562","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.189","Yes","Yes","None","No"
"Скл4_11-2_IM10DN10-1E-ADCVY03","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.153","Yes","Yes","None","No"
"Скл4_11-3_IM10LW10-1-ADBKHX6","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.60.217","Yes","Yes","None","No"
"Скл4_11-4_IM10LW10-1-ADBZLV0","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.63.39","Yes","Yes","None","No"
"Скл4_11-4_IM10LW10-1-ADGK541","OCS_BIG NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.174","No","No","None","No"
"Скл4_12-1_IM10LW10-1-ADGK551","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.190","Yes","Yes","None","No"
"Скл4_12-2_IM10LW10-1-ADGK638","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.7","Yes","Yes","None","No"
"Скл4_12-3_IM10DN10-1E-ADCQFV2","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.60.155","Yes","Yes","None","No"
"Скл4_12-4_IM10LW10-1-ADGCC49","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.175","Yes","Yes","None","No"
"Скл4_13-1_IM10LW10-1-ADGK522","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.191","Yes","Yes","None","No"
"Скл4_13-2_IM10DN10-1E-ADCWJL3","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.6","Yes","Yes","None","No"
"Скл4_13-3_IM10DN10-1E-ADCVXX9","OCS_BIG NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.2","No","No","None","No"
"Скл4_13-3_IM10LW10-1-ADBV717","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.63.43","Yes","Yes","None","No"
"Скл4_13-4_IM10LW10-1-ADGCCJ9","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.176","Yes","Yes","None","No"
"Скл4_14-1_IM10LW10-1-ADGCCM2","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.192","Yes","Yes","None","No"
"Скл4_14-2_IM10DN10-1E-ADCVY42","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.144","Yes","Yes","None","No"
"Скл4_14-3_IM10DN10-1E-ADCVXZ9","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.60.148","Yes","Yes","None","No"
"Скл4_14-4_IM10LW10-1-ADGCCB5","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.177","Yes","Yes","None","No"
"Скл4_15-1_IM10LW10-1-ADGK474","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.193","Yes","Yes","None","No"
"Скл4_15-2_IM10DN10-1E-ADCWJR7","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.83","Yes","Yes","None","No"
"Скл4_15-3_IM10DN10-1E-ADCVY38","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.34","Yes","Yes","None","No"
"Скл4_15-4_IM10LW10-1-ADGCC83","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.29","Yes","Yes","None","No"
"Скл4_15-4_IM10LW10-1-ADGK507","OCS_BIG NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.178","No","No","None","No"
"Скл4_16-1_IM10LW10-1-ADGK490","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.194","Yes","Yes","None","No"
"Скл4_16-2_IM10DN10-1E-ADCVXX4","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.152","Yes","Yes","None","No"
"Скл4_16-3_IM10DN10-1E-ADCVY09","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.27","Yes","Yes","None","No"
"Скл4_16-4_IM10LW10-1-ADGCCA1","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.61.179","Yes","Yes","None","No"
"Скл4_р01_02_IME3122-ADHCE94","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.63.204","Yes","Yes","None","No"
"Скл4_р03_04_IME3122-ADHCE91","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.63.205","Yes","Yes","None","No"
"Скл4_р05_06_IME3122-ADHCE52","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.219","Yes","Yes","None","No"
"Скл4_р07_08_IME3122-ADGA637","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.209","Yes","Yes","None","No"
"Скл4_р09_10_IME3122-ADHCE17","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.211","Yes","Yes","None","No"
"Скл4_р11_12_IME3122-ADHCE78","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.206","Yes","Yes","None","No"
"Скл4_р13_14_IME3122-ADHCE40","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.225","Yes","Yes","None","No"
"Скл4_р15_16_IME3122-ADHCE57","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.223","Yes","Yes","None","No"
"Скл4_р17_18_IME3122-ADGA615","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.205","Yes","Yes","None","No"
"Скл4_р19_20_IME3122-ADGA623","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.207","Yes","Yes","None","No"
"Скл4_р21_22_IME3122-ADGA636","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.212","Yes","Yes","None","No"
"Скл4_р23_24_IME3122-ADHCE69","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.227","Yes","Yes","None","No"
"Скл4_р25_26_IME3122-ADHCE76","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.154","Yes","Yes","None","No"
"Скл4_р27_28_IME3122-ADHCE25","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.165","Yes","Yes","None","No"
"Скл4_р29_30_IME3122-ADHCEA3","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.168","Yes","Yes","None","No"
"Скл4_р31_32_IME3122-ADGA642","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.167","Yes","Yes","None","No"
"Скл4_ст1 (4008_4010)_IMP1110-1E-T51203671","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.60.70","Yes","Yes","None","No"
"Скл4_ст2 (4014_4016)_IM10DN10-1E-ADCVY20","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.180","No","No","None","No"
"Скл4_ст3 (4021_4022)_IMP1110-1E-T51202413","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.60.72","Yes","Yes","None","No"
"Скл4_ст4 (4027_4028)_IM10LW10-1-ADGK518","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.108","Yes","Yes","None","No"
"Скл4_ст5 (4035_4036)_IM10LW10-1-ADGK439","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Склад 4","172.16.62.106","Yes","Yes","None","No"
"ТехОтдел_06_IM10LW10-1-ADGCCB2","OCS_ADMIRAL NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.61.253","Yes","Yes","43 days, 23:47","00:04:17.409"
"Фас 1_л01_IXS0DN-ADAGKH6","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 1","172.16.63.240","No","No","None","No"
"Фас 1_л02_IXS0DN-ADABM65","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 1","172.16.61.112","Yes","Yes","None","No"
"Фас 1_л03_IXS0DN-ADABM74","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 1","172.16.61.111","No","No","None","No"
"Фас 1_л04_IXS0DN-ADAGKK8","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 1","172.16.61.109","Yes","Yes","None","No"
"Фас 1_л05_IXS0DN-ADADDW7","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 1","172.16.61.110","No","No","None","No"
"Фас 1_т01_IXS0DN-ADABMC5","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 1","172.16.61.77","Yes","Yes","None","No"
"Фас 1_т02_IXS0DN-ADABM25","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 1","172.16.61.76","Yes","Yes","None","No"
"Фас 1_т03_IXS0DN-ADADDX6","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 1","172.16.61.75","Yes","Yes","None","No"
"Фас 1_т04_IXS0DN-ADABMF1","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 1","172.16.61.74","Yes","Yes","None","No"
"Фас 1_ф01_IXS0DN-ADABMB8","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 1","172.16.63.242","Yes","Yes","None","No"
"Фас 1_ф02_IXS0DN-ADABM68","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 1","172.16.63.245","Yes","Yes","None","No"
"Фас 1_ф03_IXS0DN-ADABM70","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 1","172.16.60.230","Yes","Yes","None","No"
"Фас 1_ф04_IXS0DN-ADABMD5","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 1","172.16.60.132","No","No","None","No"
"Фас 2_т05_IXS0DN-ADABMC0","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 2","172.16.61.64","No","No","None","No"
"Фас 2_т06_IXS0DN-ADABM72","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 2","172.16.61.63","Yes","Yes","None","No"
"Фас 2_т07_IXS0DN-ADABM29","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 2","172.16.61.62","Yes","Yes","None","No"
"Фас 2_т08_IXS0DN-ADABMA4","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 2","172.16.61.67","Yes","Yes","None","No"
"Фас 2_ф05_IXS0DN-ADABMF2","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 2","172.16.61.38","No","No","None","No"
"Фас 2_ф06_IXS0DN-ADAGKM3","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 2","172.16.61.16","No","No","None","No"
"Фас 2_ф07_IXS0DN-ADABM73","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 2","172.16.61.5","Yes","Yes","None","No"
"Фас 2_ф08_IXS0DN-ADABMB6","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 2","172.16.61.37","Yes","Yes","None","No"
"Фас 2_ф09_IXE21-ADXGC55","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 2","172.16.60.54","Yes","Yes","None","No"
"Фас 2_ф10_IXE21-ADXGC75","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 2","172.16.60.55","Yes","Yes","None","No"
"Фас 2_ф11_IXS0DN-ADABMD8","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 2","172.16.63.228","Yes","Yes","None","No"
"Фас 2_ф12_(повор)_D5118-ADHWWW3","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 2","172.16.60.58","No","No","None","No"
"Фас 2_ф13_IXS0DN-ADABMD3","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 2","172.16.63.229","Yes","Yes","None","No"
"Фас 2_ф14_IXE21-ADXGC29","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 2","172.16.60.53","Yes","Yes","None","No"
"Фас 2_ф15_IXE21-ADXEW56","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 2","172.16.60.52","Yes","Yes","None","No"
"Фас 3_т09_IXS0DN-ADABME0","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 3","172.16.60.154","No","Yes","None","No"
"Фас 3_т10_IXS0DN-ADABM48","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 3","172.16.61.65","Yes","Yes","None","No"
"Фас 3_т11_IXS0DN-ADABM23","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 3","172.16.61.68","Yes","Yes","None","No"
"Фас 3_ф16_IXS0DN-ADAGKL8","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 3","172.16.61.42","Yes","Yes","None","No"
"Фас 3_ф17_IXS0DN-ADABM91","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 3","172.16.61.118","Yes","Yes","None","No"
"Фас 3_ф18_IXS0DN-ADAGKK0","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 3","172.16.61.119","Yes","Yes","None","No"
"Фас 4_п01_IXS0DN-ADAGKK7","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 4","172.16.60.139","Yes","Yes","None","No"
"Фас 4_п02_IXS0DN-ADAGKM2","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 4","172.16.61.113","Yes","Yes","None","No"
"Фас 4_п03_IXS0DN-ADABM44","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 4","172.16.60.129","No","No","None","No"
"Фас 4_п04_IXS0DN-ADABMA2","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 4","172.16.60.157","Yes","Yes","None","No"
"Фас 4_п05_IXS0DN-ADABMD9","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 4","172.16.60.161","Yes","Yes","None","No"
"Фас 4_т12_IXS0DN-ADABM47","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 4","172.16.60.159","Yes","Yes","None","No"
"Фас 4_т13_IXS0DN-ADAGKM1","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 4","172.16.60.160","Yes","Yes","None","No"
"Фас 4_т14_IXS0DN-ADAGKK6","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 4","172.16.61.40","Yes","Yes","None","No"
"Фас 4_ф19_IXS0DN-ADABM87","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 4","172.16.61.72","Yes","Yes","None","No"
"Фас 4_ф20_IXS0DN-ADAGKP4","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 4","172.16.61.117","Yes","Yes","None","No"
"Фас 4_ф21_IXS0DN-ADABM09","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 4","172.16.60.153","Yes","Yes","None","No"
"Фас 4_ф22_IXS0DN-ADAGKM0","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 4","172.16.60.136","Yes","Yes","None","No"
"Фас 4_ф23_IXS0DN-ADADDX5","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Фасад 4","172.16.60.134","No","No","None","No"
